sentinel_id,thermal_sources,mgrs_tile,scene_date,cloud_cover
S2A_MSIL2A_20260601T052241_N0512_R062_T43QGU_20260601T102012,3,T43QGU,2026-06-01,10.94
S2A_MSIL2A_20260601T052241_N0512_R062_T43QGB_20260601T102012,3,T43QGB,2026-06-01,10.7
S2C_MSIL2A_20260827T054631_N0512_R048_T43SDR_20260827T085311,3,T43SDR,2026-08-27,4.36
S2C_MSIL2A_20260817T054631_N0512_R048_T42RYU_20260817T085418,3,T42RYU,2026-08-17,10.13
S2C_MSIL2A_20260817T054631_N0512_R048_T43RBQ_20260817T085418,3,T43RBQ,2026-08-17,8.13
S2C_MSIL2A_20260827T054631_N0512_R048_T43RCP_20260827T085311,3,T43RCP,2026-08-27,26.77
S2C_MSIL2A_20260807T054641_N0512_R048_T42RYU_20260807T085410,3,T42RYU,2026-08-07,10.57
S2A_MSIL2A_20260601T052241_N0512_R062_T43QFU_20260601T102012,3,T43QFU,2026-06-01,0.77
S2A_MSIL2A_20260601T052241_N0512_R062_T43QFA_20260601T102012,3,T43QFA,2026-06-01,3.98
S2C_MSIL2A_20260814T053641_N0512_R005_T43RCQ_20260814T085710,3,T43RCQ,2026-08-14,20.46
S2A_MSIL2A_20260601T052241_N0512_R062_T43QFC_20260601T102012,3,T43QFC,2026-06-01,6.35
S2C_MSIL2A_20260827T054631_N0512_R048_T43SCT_20260827T085311,2,T43SCT,2026-08-27,15.83
S2C_MSIL2A_20260827T054631_N0512_R048_T43SCU_20260827T085311,2,T43SCU,2026-08-27,21.49
S2C_MSIL2A_20260810T055631_N0512_R091_T42RVR_20260810T090514,2,T42RVR,2026-08-10,17.81
S2C_MSIL2A_20260810T055631_N0512_R091_T42RWS_20260810T090514,2,T42RWS,2026-08-10,13.67
S2B_MSIL2A_20260614T051649_N0512_R062_T44RLP_20260614T091016,2,T44RLP,2026-06-14,1.31
S2B_MSIL2A_20260614T051649_N0512_R062_T44RLQ_20260614T091016,2,T44RLQ,2026-06-14,0.01
S2B_MSIL2A_20260614T051649_N0512_R062_T44RLT_20260614T091016,2,T44RLT,2026-06-14,7.0
S2B_MSIL2A_20260614T051649_N0512_R062_T44RMP_20260614T091016,2,T44RMP,2026-06-14,0.03
S2B_MSIL2A_20260615T044659_N0512_R076_T44QQE_20260615T083228,2,T44QQE,2026-06-15,13.2
S2B_MSIL2A_20260615T044659_N0512_R076_T44QQH_20260615T083228,2,T44QQH,2026-06-15,9.12
S2C_MSIL2A_20260812T045701_N0512_R119_T44RQP_20260812T100317,2,T44RQP,2026-08-12,10.18
S2C_MSIL2A_20260827T054631_N0512_R048_T43RBN_20260827T085311,2,T43RBN,2026-08-27,17.65
S2C_MSIL2A_20260827T054631_N0512_R048_T43RBQ_20260827T085311,2,T43RBQ,2026-08-27,0.24
S2C_MSIL2A_20260817T054631_N0512_R048_T43SCV_20260817T085418,2,T43SCV,2026-08-17,5.79
S2C_MSIL2A_20260819T050601_N0512_R076_T44NMM_20260819T091316,2,T44NMM,2026-08-19,19.28
S2A_MSIL2A_20260601T052241_N0512_R062_T43QGC_20260601T102012,2,T43QGC,2026-06-01,9.15
S2A_MSIL2A_20260601T052241_N0512_R062_T43QGG_20260601T102012,2,T43QGG,2026-06-01,17.45
S2C_MSIL2A_20260616T050651_N0512_R019_T44RPN_20260616T100816,2,T44RPN,2026-06-16,1.4
S2C_MSIL2A_20260616T050651_N0512_R019_T44RPQ_20260616T100816,2,T44RPQ,2026-06-16,0.7
S2C_MSIL2A_20260618T054641_N0512_R048_T42RYR_20260618T085419,2,T42RYR,2026-06-18,0.0
S2A_MSIL2A_20260625T050241_N0512_R119_T44RQP_20260625T100609,2,T44RQP,2026-06-25,15.69
S2A_MSIL2A_20260625T050241_N0512_R119_T44RQR_20260625T100609,2,T44RQR,2026-06-25,17.64
S2C_MSIL2A_20260615T053641_N0512_R005_T43SCR_20260615T102024,2,T43SCR,2026-06-15,9.62
S2B_MSIL2A_20260815T055629_N0512_R091_T42RVR_20260815T080227,2,T42RVR,2026-08-15,13.18
S2B_MSIL2A_20260805T055639_N0512_R091_T42RXS_20260805T080043,2,T42RXS,2026-08-05,4.94
S2C_MSIL2A_20260616T050651_N0512_R019_T43QHA_20260616T100816,2,T43QHA,2026-06-16,0.5
S2C_MSIL2A_20260616T050651_N0512_R019_T43QHV_20260616T100816,2,T43QHV,2026-06-16,0.97
S2B_MSIL2A_20260808T060629_N0512_R134_T42RVS_20260808T080736,2,T42RVS,2026-08-08,1.47
S2B_MSIL2A_20260810T050649_N0512_R019_T44QLF_20260810T085257,2,T44QLF,2026-08-10,2.16
S2B_MSIL2A_20260811T043659_N0512_R033_T45RYL_20260811T082821,2,T45RYL,2026-08-11,18.47
S2B_MSIL2A_20260606T041549_N0512_R090_T46RFQ_20260606T063004,2,T46RFQ,2026-06-06,20.88
S2C_MSIL2A_20260616T050651_N0512_R019_T44RNQ_20260616T100816,2,T44RNQ,2026-06-16,0.35
S2C_MSIL2A_20260616T050651_N0512_R019_T44RNR_20260616T100816,2,T44RNR,2026-06-16,0.41
S2C_MSIL2A_20260616T050651_N0512_R019_T44RNS_20260616T100816,2,T44RNS,2026-06-16,3.21
S2B_MSIL2A_20260802T054639_N0512_R048_T43SCS_20260802T092457,2,T43SCS,2026-08-02,25.89
S2C_MSIL2A_20260616T050651_N0512_R019_T44PKV_20260616T100816,2,T44PKV,2026-06-16,17.61
S2C_MSIL2A_20260616T050651_N0512_R019_T44QMK_20260616T100816,2,T44QMK,2026-06-16,0.88
S2C_MSIL2A_20260616T050651_N0512_R019_T44QML_20260616T100816,2,T44QML,2026-06-16,3.07
S2C_MSIL2A_20260616T050651_N0512_R019_T44QNM_20260616T100816,2,T44QNM,2026-06-16,0.35
S2C_MSIL2A_20260613T045701_N0512_R119_T45RUJ_20260613T095409,2,T45RUJ,2026-06-13,4.55
S2B_MSIL2A_20260605T044659_N0512_R076_T44QRF_20260605T082808,2,T44QRF,2026-06-05,9.6
S2B_MSIL2A_20260605T044659_N0512_R076_T45QTC_20260605T082808,2,T45QTC,2026-06-05,4.23
S2C_MSIL2A_20260618T054641_N0512_R048_T43SBT_20260618T085419,2,T43SBT,2026-06-18,5.24
S2B_MSIL2A_20260605T050559_N0512_R076_T44NNP_20260605T083053,2,T44NNP,2026-06-05,11.32
S2B_MSIL2A_20260606T041549_N0512_R090_T46REN_20260606T063004,2,T46REN,2026-06-06,28.59
S2B_MSIL2A_20260606T041549_N0512_R090_T46REQ_20260606T063004,2,T46REQ,2026-06-06,29.03
S2A_MSIL2A_20260623T060301_N0512_R091_T42RVP_20260623T103006,2,T42RVP,2026-06-23,0.58
S2A_MSIL2A_20260623T060301_N0512_R091_T42RWN_20260623T103006,2,T42RWN,2026-06-23,23.56
S2B_MSIL2A_20260825T055629_N0512_R091_T42RVR_20260825T080255,2,T42RVR,2026-08-25,1.57
S2B_MSIL2A_20260825T055629_N0512_R091_T42RYU_20260825T080255,2,T42RYU,2026-08-25,0.06
S2B_MSIL2A_20260825T055629_N0512_R091_T42RYV_20260825T080255,2,T42RYV,2026-08-25,0.03
S2B_MSIL2A_20260825T055629_N0512_R091_T42SYC_20260825T080255,2,T42SYC,2026-08-25,3.33
S2A_MSIL2A_20260625T050241_N0512_R119_T44PLR_20260625T100609,2,T44PLR,2026-06-25,2.81
S2A_MSIL2A_20260625T050241_N0512_R119_T44PLV_20260625T100609,2,T44PLV,2026-06-25,15.26
S2C_MSIL2A_20260619T051651_N0512_R062_T43QFE_20260619T101809,2,T43QFE,2026-06-19,26.33
S2C_MSIL2A_20260619T051651_N0512_R062_T43QGC_20260619T101809,2,T43QGC,2026-06-19,9.21
S2B_MSIL2A_20260716T055639_N0512_R091_T42RXR_20260716T075902,2,T42RXR,2026-07-16,0.11
S2B_MSIL2A_20260716T055639_N0512_R091_T42RXT_20260716T075902,2,T42RXT,2026-07-16,1.66
S2C_MSIL2A_20260619T051651_N0512_R062_T43QGD_20260619T101809,2,T43QGD,2026-06-19,19.12
S2C_MSIL2A_20260619T051651_N0512_R062_T44RKN_20260619T101809,2,T44RKN,2026-06-19,26.16
S2C_MSIL2A_20260619T051651_N0512_R062_T44RKT_20260619T101809,2,T44RKT,2026-06-19,1.94
S2A_MSIL2A_20260625T050241_N0512_R119_T44PMA_20260625T100609,2,T44PMA,2026-06-25,5.18
S2A_MSIL2A_20260625T050241_N0512_R119_T44RQN_20260625T100609,2,T44RQN,2026-06-25,10.35
S2C_MSIL2A_20260612T052641_N0512_R105_T43RDH_20260612T102118,2,T43RDH,2026-06-12,2.94
S2C_MSIL2A_20260612T052641_N0512_R105_T43REH_20260612T102118,2,T43REH,2026-06-12,9.76
S2C_MSIL2A_20260612T052641_N0512_R105_T43RFH_20260612T102118,2,T43RFH,2026-06-12,22.29
S2B_MSIL2A_20260827T045659_N0512_R119_T44PLS_20260827T084453,2,T44PLS,2026-08-27,27.9
S2B_MSIL2A_20260604T051649_N0512_R062_T44RKQ_20260604T090048,2,T44RKQ,2026-06-04,3.5
S2B_MSIL2A_20260604T051649_N0512_R062_T44RKR_20260604T090048,2,T44RKR,2026-06-04,0.03
S2B_MSIL2A_20260827T045659_N0512_R119_T44PMU_20260827T084453,2,T44PMU,2026-08-27,19.31
S2B_MSIL2A_20260828T060629_N0512_R134_T42SVE_20260828T081320,2,T42SVE,2026-08-28,0.0
S2B_MSIL2A_20260606T055629_N0512_R091_T42RXV_20260606T080123,2,T42RXV,2026-06-06,1.01
S2B_MSIL2A_20260606T055629_N0512_R091_T42SYA_20260606T080123,2,T42SYA,2026-06-06,0.49
S2B_MSIL2A_20260607T052639_N0512_R105_T43RFM_20260607T091704,2,T43RFM,2026-06-07,0.01
S2C_MSIL2A_20260621T055631_N0512_R091_T42RXU_20260621T085315,2,T42RXU,2026-06-21,0.07
S2C_MSIL2A_20260619T051651_N0512_R062_T44RMT_20260619T101809,2,T44RMT,2026-06-19,19.99
S2A_MSIL2A_20260620T055251_N0512_R048_T43SDR_20260620T105812,2,T43SDR,2026-06-20,19.84
S2C_MSIL2A_20260622T052641_N0512_R105_T43RFJ_20260622T102411,2,T43RFJ,2026-06-22,5.58
S2B_MSIL2A_20260710T053639_N0512_R005_T43RDJ_20260710T091511,2,T43RDJ,2026-07-10,11.24
S2B_MSIL2A_20260710T053639_N0512_R005_T43SET_20260710T091511,2,T43SET,2026-07-10,26.45
S2B_MSIL2A_20260711T050649_N0512_R019_T44PLA_20260711T085428,2,T44PLA,2026-07-11,25.99
S2C_MSIL2A_20260623T045701_N0512_R119_T44PKT_20260623T093859,2,T44PKT,2026-06-23,21.45
S2C_MSIL2A_20260623T045701_N0512_R119_T44PLT_20260623T093859,2,T44PLT,2026-06-23,27.57
S2C_MSIL2A_20260624T042701_N0512_R133_T46RCT_20260624T072410,2,T46RCT,2026-06-24,4.26
S2B_MSIL2A_20260822T054629_N0512_R048_T43RBQ_20260822T075335,2,T43RBQ,2026-08-22,1.51
S2B_MSIL2A_20260825T055629_N0512_R091_T42RVP_20260825T080255,2,T42RVP,2026-08-25,1.02
S2B_MSIL2A_20260604T051649_N0512_R062_T43QHC_20260604T090048,2,T43QHC,2026-06-04,10.7
S2C_MSIL2A_20260613T045701_N0512_R119_T44QNG_20260613T095409,2,T44QNG,2026-06-13,24.66
S2C_MSIL2A_20260613T045701_N0512_R119_T44QPH_20260613T095409,2,T44QPH,2026-06-13,11.21
S2C_MSIL2A_20260613T045701_N0512_R119_T44QQH_20260613T095409,2,T44QQH,2026-06-13,12.99
S2B_MSIL2A_20260607T052639_N0512_R105_T43QEB_20260607T091704,2,T43QEB,2026-06-07,4.18
S2B_MSIL2A_20260703T054639_N0512_R048_T43SBT_20260703T075529,2,T43SBT,2026-07-03,19.7
S2A_MSIL2A_20260608T051241_N0512_R019_T44RPR_20260608T101613,2,T44RPR,2026-06-08,16.17
S2A_MSIL2A_20260612T045231_N0512_R076_T45RVH_20260612T095610,2,T45RVH,2026-06-12,15.95
S2C_MSIL2A_20260602T052641_N0512_R105_T43QFF_20260602T102053,2,T43QFF,2026-06-02,18.76
S2C_MSIL2A_20260602T052641_N0512_R105_T43QGG_20260602T102053,2,T43QGG,2026-06-02,15.76
S2C_MSIL2A_20260602T052641_N0512_R105_T43REJ_20260602T102053,2,T43REJ,2026-06-02,0.03
S2C_MSIL2A_20260602T052641_N0512_R105_T43RFH_20260602T102053,2,T43RFH,2026-06-02,0.01
S2A_MSIL2A_20260625T050241_N0512_R119_T45RTH_20260625T100609,2,T45RTH,2026-06-25,0.03
S2A_MSIL2A_20260625T050241_N0512_R119_T45RUJ_20260625T100609,2,T45RUJ,2026-06-25,0.32
S2B_MSIL2A_20260706T041549_N0512_R090_T46RGR_20260706T063050,2,T46RGR,2026-07-06,9.98
S2B_MSIL2A_20260706T055629_N0512_R091_T42RVS_20260706T075948,2,T42RVS,2026-07-06,26.49
S2B_MSIL2A_20260706T055629_N0512_R091_T42RWR_20260706T075948,2,T42RWR,2026-07-06,22.2
S2B_MSIL2A_20260706T055629_N0512_R091_T42RXU_20260706T075948,2,T42RXU,2026-07-06,3.19
S2B_MSIL2A_20260706T055629_N0512_R091_T42SXB_20260706T075948,2,T42SXB,2026-07-06,12.1
S2C_MSIL2A_20260628T054641_N0512_R048_T42QYL_20260628T085710,2,T42QYL,2026-06-28,17.7
S2A_MSIL2A_20260607T054251_N0512_R005_T43REP_20260607T102857,2,T43REP,2026-06-07,0.0
S2A_MSIL2A_20260607T054251_N0512_R005_T43SDT_20260607T085916,2,T43SDT,2026-06-07,28.21
S2A_MSIL2A_20260608T051241_N0512_R019_T44QML_20260608T101613,2,T44QML,2026-06-08,28.71
S2A_MSIL2A_20260608T051241_N0512_R019_T44RMR_20260608T101613,2,T44RMR,2026-06-08,23.16
S2A_MSIL2A_20260608T051241_N0512_R019_T44RMT_20260608T101613,2,T44RMT,2026-06-08,14.84
S2A_MSIL2A_20260608T051241_N0512_R019_T44RPN_20260608T101613,2,T44RPN,2026-06-08,12.52
S2A_MSIL2A_20260627T054251_N0512_R005_T42QYJ_20260627T103225,2,T42QYJ,2026-06-27,7.7
S2A_MSIL2A_20260627T054251_N0512_R005_T42QZK_20260627T103225,2,T42QZK,2026-06-27,24.42
S2C_MSIL2A_20260611T055631_N0512_R091_T42RXT_20260611T090908,2,T42RXT,2026-06-11,0.19
S2C_MSIL2A_20260611T055631_N0512_R091_T42SXA_20260611T090908,2,T42SXA,2026-06-11,0.26
S2B_MSIL2A_20260603T054629_N0512_R048_T43RBJ_20260603T080213,2,T43RBJ,2026-06-03,0.0
S2B_MSIL2A_20260603T054629_N0512_R048_T43SBR_20260603T080213,2,T43SBR,2026-06-03,0.07
S2B_MSIL2A_20260603T054629_N0512_R048_T43SBS_20260603T080213,2,T43SBS,2026-06-03,0.03
S2C_MSIL2A_20260628T054641_N0512_R048_T43SCR_20260628T085710,2,T43SCR,2026-06-28,0.03
S2C_MSIL2A_20260628T054641_N0512_R048_T43SDS_20260628T085710,2,T43SDS,2026-06-28,9.14
S2C_MSIL2A_20260626T050651_N0512_R019_T44RMR_20260626T100609,2,T44RMR,2026-06-26,10.01
S2C_MSIL2A_20260626T050651_N0512_R019_T44RNN_20260626T100609,2,T44RNN,2026-06-26,17.05
S2B_MSIL2A_20260703T054639_N0512_R048_T42RYN_20260703T075529,2,T42RYN,2026-07-03,25.92
S2B_MSIL2A_20260608T045659_N0512_R119_T44PLQ_20260608T084805,2,T44PLQ,2026-06-08,8.61
S2B_MSIL2A_20260628T045659_N0512_R119_T44PKS_20260628T084920,2,T44PKS,2026-06-28,13.11
S2B_MSIL2A_20260628T045659_N0512_R119_T44PMA_20260628T084920,2,T44PMA,2026-06-28,26.75
S2B_MSIL2A_20260703T054639_N0512_R048_T43SDS_20260703T075529,2,T43SDS,2026-07-03,14.32
S2B_MSIL2A_20260626T055629_N0512_R091_T42RXT_20260626T080048,2,T42RXT,2026-06-26,0.13
S2A_MSIL2A_20260608T051241_N0512_R019_T44RMS_20260608T101613,2,T44RMS,2026-06-08,0.18
S2C_MSIL2A_20260628T054641_N0512_R048_T42RXR_20260628T085710,2,T42RXR,2026-06-28,0.0
S2C_MSIL2A_20260628T054641_N0512_R048_T43RBL_20260628T085710,2,T43RBL,2026-06-28,0.0
S2C_MSIL2A_20260602T052641_N0512_R105_T43RGM_20260602T102053,2,T43RGM,2026-06-02,26.37
S2C_MSIL2A_20260603T045701_N0512_R119_T44PKR_20260603T100112,2,T44PKR,2026-06-03,11.81
S2B_MSIL2A_20260603T054629_N0512_R048_T42QWK_20260603T080213,2,T42QWK,2026-06-03,0.25
S2B_MSIL2A_20260603T054629_N0512_R048_T42QYM_20260603T080213,2,T42QYM,2026-06-03,1.82
S2A_MSIL2A_20260607T054251_N0512_R005_T43QCG_20260607T102857,2,T43QCG,2026-06-07,4.01
S2C_MSIL2A_20260701T055631_N0512_R091_T42RWR_20260701T090214,2,T42RWR,2026-07-01,8.14
S2B_MSIL2A_20260627T052639_N0512_R105_T43QEF_20260627T091125,2,T43QEF,2026-06-27,9.99
S2B_MSIL2A_20260627T052639_N0512_R105_T43REJ_20260627T091125,2,T43REJ,2026-06-27,7.66
S2B_MSIL2A_20260627T052639_N0512_R105_T43SFR_20260627T091125,2,T43SFR,2026-06-27,24.16
S2B_MSIL2A_20260626T055629_N0512_R091_T42RWP_20260626T080048,2,T42RWP,2026-06-26,14.43
S2A_MSIL2A_20260605T050231_N0512_R119_T44QQL_20260605T100518,2,T44QQL,2026-06-05,28.89
S2A_MSIL2A_20260605T050231_N0512_R119_T45RTJ_20260605T100518,2,T45RTJ,2026-06-05,12.86
S2B_MSIL2A_20260610T053639_N0512_R005_T42QYM_20260610T091702,2,T42QYM,2026-06-10,6.49
S2B_MSIL2A_20260610T053639_N0512_R005_T43RDJ_20260610T091702,2,T43RDJ,2026-06-10,0.35
S2B_MSIL2A_20260610T053639_N0512_R005_T43RDN_20260610T091702,2,T43RDN,2026-06-10,0.07
S2B_MSIL2A_20260624T051649_N0512_R062_T44QLM_20260624T090105,2,T44QLM,2026-06-24,17.94
S2B_MSIL2A_20260624T051649_N0512_R062_T44RLP_20260624T090105,2,T44RLP,2026-06-24,2.62
S2A_MSIL2A_20260607T054251_N0512_R005_T42QZL_20260607T102857,2,T42QZL,2026-06-07,3.89
S2A_MSIL2A_20260607T054251_N0512_R005_T43QCF_20260607T102857,2,T43QCF,2026-06-07,22.54
S2C_MSIL2A_20260602T052641_N0512_R105_T44RKT_20260602T102053,2,T44RKT,2026-06-02,0.95
S2A_MSIL2A_20260627T054251_N0512_R005_T43SCR_20260627T085509,2,T43SCR,2026-06-27,0.29
S2C_MSIL2A_20260611T055631_N0512_R091_T42SYE_20260611T090908,2,T42SYE,2026-06-11,8.19
S2B_MSIL2A_20260624T051649_N0512_R062_T44RMP_20260624T090105,2,T44RMP,2026-06-24,0.98
S2B_MSIL2A_20260624T051649_N0512_R062_T44SNF_20260624T090105,2,T44SNF,2026-06-24,10.33
S2B_MSIL2A_20260623T054639_N0512_R048_T43SBS_20260623T075208,2,T43SBS,2026-06-23,5.73
S2C_MSIL2A_20260708T054641_N0512_R048_T42RWN_20260708T085213,2,T42RWN,2026-07-08,12.66
S2A_MSIL2A_20260605T050231_N0512_R119_T44QPL_20260605T100518,2,T44QPL,2026-06-05,1.23
S2C_MSIL2A_20260603T045701_N0512_R119_T44RQN_20260603T100112,2,T44RQN,2026-06-03,4.66
S2B_MSIL2A_20260601T050649_N0512_R019_T43QHB_20260601T085256,2,T43QHB,2026-06-01,2.57
S2B_MSIL2A_20260601T050649_N0512_R019_T43QHV_20260601T085256,2,T43QHV,2026-06-01,9.11
S2B_MSIL2A_20260601T050649_N0512_R019_T44QKJ_20260601T085256,2,T44QKJ,2026-06-01,1.25
S2C_MSIL2A_20260603T045701_N0512_R119_T45RTJ_20260603T100112,2,T45RTJ,2026-06-03,0.02
S2C_MSIL2A_20260603T045701_N0512_R119_T44PMC_20260603T100112,2,T44PMC,2026-06-03,7.5
S2C_MSIL2A_20260603T045701_N0512_R119_T44PMR_20260603T100112,2,T44PMR,2026-06-03,20.39
S2C_MSIL2A_20260610T044701_N0512_R076_T45QTA_20260610T092313,2,T45QTA,2026-06-10,10.71
S2C_MSIL2A_20260610T044701_N0512_R076_T45RVJ_20260610T092313,2,T45RVJ,2026-06-10,16.12
S2C_MSIL2A_20260611T055631_N0512_R091_T42RVQ_20260611T090908,2,T42RVQ,2026-06-11,0.07
S2B_MSIL2A_20260621T050649_N0512_R019_T44QMK_20260621T085550,2,T44QMK,2026-06-21,16.66
S2C_MSIL2A_20260708T054641_N0512_R048_T43SCS_20260708T085213,2,T43SCS,2026-07-08,22.65
S2C_MSIL2A_20260715T053641_N0512_R005_T43RBL_20260715T101509,2,T43RBL,2026-07-15,7.81
S2C_MSIL2A_20260715T053641_N0512_R005_T43RDK_20260715T101509,2,T43RDK,2026-07-15,15.99
S2B_MSIL2A_20260621T050649_N0512_R019_T44RPN_20260621T085159,2,T44RPN,2026-06-21,8.63
S2B_MSIL2A_20260623T040539_N0512_R047_T46PEQ_20260623T074144,2,T46PEQ,2026-06-23,9.92
S2B_MSIL2A_20260623T054639_N0512_R048_T42RYR_20260623T075208,2,T42RYR,2026-06-23,0.0
S2B_MSIL2A_20260611T050649_N0512_R019_T44QKH_20260611T085745,2,T44QKH,2026-06-11,2.05
S2B_MSIL2A_20260621T050649_N0512_R019_T44QLM_20260621T085550,2,T44QLM,2026-06-21,19.98
S2B_MSIL2A_20260601T050649_N0512_R019_T43PFN_20260601T085146,2,T43PFN,2026-06-01,24.01
S2C_MSIL2A_20260603T045701_N0512_R119_T44RPQ_20260603T100112,2,T44RPQ,2026-06-03,0.8
S2C_MSIL2A_20260603T045701_N0512_R119_T44RPS_20260603T100112,2,T44RPS,2026-06-03,22.0
S2C_MSIL2A_20260609T051651_N0512_R062_T44RKT_20260609T101613,2,T44RKT,2026-06-09,0.0
S2C_MSIL2A_20260609T051651_N0512_R062_T44RLS_20260609T101613,2,T44RLS,2026-06-09,1.63
S2A_MSIL2A_20260628T051241_N0512_R019_T43PGT_20260628T101512,2,T43PGT,2026-06-28,27.08
S2C_MSIL2A_20260718T040541_N0512_R047_T46QGE_20260718T070313,2,T46QGE,2026-07-18,22.33
S2C_MSIL2A_20260711T055631_N0512_R091_T42SXD_20260711T090217,2,T42SXD,2026-07-11,11.12
S2C_MSIL2A_20260711T055631_N0512_R091_T42SYC_20260711T090217,2,T42SYC,2026-07-11,27.3
S2B_MSIL2A_20260611T050649_N0512_R019_T44RMP_20260611T085745,2,T44RMP,2026-06-11,11.95
S2B_MSIL2A_20260611T050649_N0512_R019_T44RMQ_20260611T085745,2,T44RMQ,2026-06-11,23.83
S2B_MSIL2A_20260613T054639_N0512_R048_T42RXR_20260613T075254,2,T42RXR,2026-06-13,22.5
S2B_MSIL2A_20260618T045659_N0512_R119_T45RUK_20260618T084549,2,T45RUK,2026-06-18,4.32
S2C_MSIL2A_20260712T052651_N0512_R105_T44RKS_20260712T104114,2,T44RKS,2026-07-12,3.27
S2A_MSIL2A_20260628T051241_N0512_R019_T43PHT_20260628T101512,2,T43PHT,2026-06-28,16.49
S2C_MSIL2A_20260609T051651_N0512_R062_T43QGG_20260609T101613,2,T43QGG,2026-06-09,3.89
S2C_MSIL2A_20260605T053641_N0512_R005_T43RFP_20260605T101858,2,T43RFP,2026-06-05,24.92
S2C_MSIL2A_20260605T053641_N0512_R005_T43RFQ_20260605T101858,2,T43RFQ,2026-06-05,12.73
S2C_MSIL2A_20260606T050651_N0512_R019_T43PHT_20260606T100020,2,T43PHT,2026-06-06,13.48
S2C_MSIL2A_20260603T045701_N0512_R119_T45RUK_20260603T100112,2,T45RUK,2026-06-03,0.0
S2B_MSIL2A_20260613T054639_N0512_R048_T43SBR_20260613T075254,2,T43SBR,2026-06-13,0.26
S2B_MSIL2A_20260613T054639_N0512_R048_T43SBS_20260613T075254,2,T43SBS,2026-06-13,5.53
S2B_MSIL2A_20260613T054639_N0512_R048_T43SCR_20260613T075254,2,T43SCR,2026-06-13,8.2
S2B_MSIL2A_20260614T051649_N0512_R062_T43QEA_20260614T091016,2,T43QEA,2026-06-14,16.73
S2B_MSIL2A_20260620T053639_N0512_R005_T43QCF_20260620T091923,2,T43QCF,2026-06-20,23.4
S2B_MSIL2A_20260618T045659_N0512_R119_T44QPL_20260618T084549,2,T44QPL,2026-06-18,6.98
S2A_MSIL2A_20260605T050231_N0512_R119_T44PLS_20260605T100518,2,T44PLS,2026-06-05,7.51
S2A_MSIL2A_20260605T050231_N0512_R119_T44PMA_20260605T100518,2,T44PMA,2026-06-05,17.31
S2A_MSIL2A_20260605T050231_N0512_R119_T44PMU_20260605T100518,2,T44PMU,2026-06-05,2.68
S2B_MSIL2A_20260618T045659_N0512_R119_T44RPR_20260618T084549,2,T44RPR,2026-06-18,10.97
S2B_MSIL2A_20260618T045659_N0512_R119_T44RQN_20260618T084549,2,T44RQN,2026-06-18,19.06
S2B_MSIL2A_20260618T045659_N0512_R119_T44RQP_20260618T084549,2,T44RQP,2026-06-18,3.46
S2B_MSIL2A_20260618T045659_N0512_R119_T45QTG_20260618T084549,2,T45QTG,2026-06-18,19.91
S2B_MSIL2A_20260618T045659_N0512_R119_T45RTJ_20260618T084549,2,T45RTJ,2026-06-18,6.95
S2C_MSIL2A_20260723T045701_N0512_R119_T44PLA_20260723T095515,2,T44PLA,2026-07-23,1.89
S2C_MSIL2A_20260726T050651_N0512_R019_T44PMC_20260726T100115,2,T44PMC,2026-07-26,28.98
S2C_MSIL2A_20260728T054641_N0512_R048_T42RXS_20260728T085814,2,T42RXS,2026-07-28,2.73
S2C_MSIL2A_20260715T053641_N0512_R005_T43RDP_20260715T101509,2,T43RDP,2026-07-15,0.67
S2A_MSIL2A_20260811T050621_N0512_R076_T44NNM_20260811T105508,2,T44NNM,2026-08-11,19.01
S2A_MSIL2A_20260816T054251_N0512_R005_T43RFQ_20260816T103351,2,T43RFQ,2026-08-16,6.81
S2B_MSIL2A_20260617T052649_N0512_R105_T43RGP_20260617T104156,2,T43RGP,2026-06-17,8.17
S2A_MSIL2A_20260604T053241_N0512_R105_T43RFQ_20260604T090112,2,T43RFQ,2026-06-04,8.84
S2C_MSIL2A_20260805T050651_N0512_R019_T44PKS_20260805T101109,2,T44PKS,2026-08-05,26.57
S2C_MSIL2A_20260728T054641_N0512_R048_T42RYV_20260728T085814,2,T42RYV,2026-07-28,18.14
S2A_MSIL2A_20260702T050621_N0512_R076_T44PNQ_20260702T091402,2,T44PNQ,2026-07-02,7.32
S2A_MSIL2A_20260809T055251_N0512_R048_T42RXT_20260809T105919,2,T42RXT,2026-08-09,24.59
S2A_MSIL2A_20260810T052241_N0512_R062_T44QKG_20260810T102817,2,T44QKG,2026-08-10,20.48
S2A_MSIL2A_20260713T060301_N0512_R091_T42RVS_20260713T092308,2,T42RVS,2026-07-13,10.81
S2C_MSIL2A_20260608T054641_N0512_R048_T42QYM_20260608T085208,2,T42QYM,2026-06-08,24.1
S2C_MSIL2A_20260608T054641_N0512_R048_T42RXQ_20260608T085208,2,T42RXQ,2026-06-08,0.0
S2C_MSIL2A_20260810T041551_N0512_R090_T46RFS_20260810T071116,2,T46RFS,2026-08-10,23.28
S2A_MSIL2A_20260604T053241_N0512_R105_T43QGG_20260604T090112,2,T43QGG,2026-06-04,0.9
S2B_MSIL2A_20260614T051649_N0512_R062_T43QHA_20260614T091016,2,T43QHA,2026-06-14,25.38
S2B_MSIL2A_20260614T051649_N0512_R062_T43RGH_20260614T091016,2,T43RGH,2026-06-14,11.44
S2B_MSIL2A_20260614T051649_N0512_R062_T44QKL_20260614T091016,2,T44QKL,2026-06-14,12.72
