thermal_source_id,latitude,longitude,mean_frp,max_frp,total_detections,active_days,persistence_score,recent_activity_rate,previous_23d_activity_rate,activity_change,recent_activity_status,activity_surge,strong_activity_surge,newly_emerging,high_recent_intensity,low_persistence,established_source,anomaly_score,anomaly_status,label,label_confidence,classification,classification_confidence,classification_source,confidence_type,industrial_context_score,classification_risk,anomaly_risk,industrial_risk,thermal_intensity_risk,risk_score,risk_band,sentinel_id,mgrs_tile,scene_date,cloud_cover,date_difference_days,evidence_available,evidence_quality,satellite_image_path,satellite_evidence_status
8061,28.2387,68.64639,2.14,2.14,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,20.626506024096383,10.09,LOW,S2B_MSIL2A_20260616T055629_N0512_R091_T42RVS_20260616T080231,T42RVS,2026-06-16,12.07,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260616T055629_N0512_R091_T42RVS_20260616T080231.jpg,AVAILABLE
8062,28.32639,68.52444,1.77,1.77,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,17.06024096385542,9.56,LOW,S2B_MSIL2A_20260616T055629_N0512_R091_T42RVS_20260616T080231,T42RVS,2026-06-16,12.07,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260616T055629_N0512_R091_T42RVS_20260616T080231.jpg,AVAILABLE
8063,28.34087,69.28514,1.04,1.04,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,10.024096385542167,8.5,LOW,S2B_MSIL2A_20260616T055629_N0512_R091_T42RWS_20260616T080231,T42RWS,2026-06-16,8.67,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260616T055629_N0512_R091_T42RWS_20260616T080231.jpg,AVAILABLE
8064,28.42684,68.74093,0.56,0.56,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,5.397590361445784,7.81,LOW,S2B_MSIL2A_20260616T055629_N0512_R091_T42RVS_20260616T080231,T42RVS,2026-06-16,12.07,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260616T055629_N0512_R091_T42RVS_20260616T080231.jpg,AVAILABLE
8065,18.51347,73.68084,1.13,1.13,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,28,20,0,28,10.89156626506024,14.23,LOW,S2A_MSIL2A_20260604T053241_N0512_R105_T43QCA_20260604T090112,T43QCA,2026-06-04,18.15,12.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260604T053241_N0512_R105_T43QCA_20260604T090112.jpg,AVAILABLE
8066,18.68832,74.6314,1.785,1.93,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,18.602409638554214,9.79,LOW,S2C_MSIL2A_20260612T052641_N0512_R105_T43QDA_20260612T102118,T43QDA,2026-06-12,21.67,4.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260612T052641_N0512_R105_T43QDA_20260612T102118.jpg,AVAILABLE
8067,21.04304,83.79581,5.3100000000000005,6.05,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,58.31325301204819,15.75,LOW,S2B_MSIL2A_20260615T044659_N0512_R076_T44QQJ_20260615T083228,T44QQJ,2026-06-15,11.09,2.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260615T044659_N0512_R076_T44QQJ_20260615T083228.jpg,AVAILABLE
8068,23.92224,96.3993,2.22,2.22,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,21.397590361445783,10.21,LOW,,,,,,,,,UNAVAILABLE
8069,24.11325,96.42059,24.06,24.06,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,True,True,False,30.0,WATCH,Agricultural Burning,MEDIUM,Agricultural Burning,96.33,Random Forest v1,Random Forest probability,0,35,20,0,100.0,33.25,MODERATE,,,,,,,,,UNAVAILABLE
8070,24.15581,96.49515,4.37,4.37,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,42.12048192771085,13.32,LOW,,,,,,,,,UNAVAILABLE
8071,24.29016,82.27229,2.66,3.65,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,35.18072289156626,15.28,LOW,,,,,,,,,UNAVAILABLE
8072,24.49636,82.96677,2.36,2.36,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,5,20,0,5,22.746987951807228,11.41,LOW,S2C_MSIL2A_20260616T050651_N0512_R019_T44RPN_20260616T100816,T44RPN,2026-06-16,1.4,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260616T050651_N0512_R019_T44RPN_20260616T100816.jpg,AVAILABLE
8073,25.76442,79.19537,3.53,3.53,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,34.024096385542165,12.1,LOW,S2C_MSIL2A_20260616T050651_N0512_R019_T44RLP_20260616T100816,T44RLP,2026-06-16,0.0,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260616T050651_N0512_R019_T44RLP_20260616T100816.jpg,AVAILABLE
8074,27.96919,83.10098,6.963333333333334,9.54,3,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,8,20,0,8,91.95180722891564,22.39,LOW,S2B_MSIL2A_20260618T045659_N0512_R119_T44RQR_20260618T084549,T44RQR,2026-06-18,16.08,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260618T045659_N0512_R119_T44RQR_20260618T084549.jpg,AVAILABLE
8075,28.1279,80.18385,8.28,14.88,3,2,1.11,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,True,True,False,30.0,WATCH,Agricultural Burning,MEDIUM,Agricultural Burning,100.0,Random Forest v1,Random Forest probability,0,35,20,0,100.0,33.25,MODERATE,S2C_MSIL2A_20260626T050651_N0512_R019_T44RMS_20260626T100609,T44RMS,2026-06-26,5.86,2.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260626T050651_N0512_R019_T44RMS_20260626T100609.jpg,AVAILABLE
8076,28.16774,80.28767,4.75,6.72,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,23,20,0,23,64.7710843373494,21.32,LOW,S2C_MSIL2A_20260616T050651_N0512_R019_T44RMS_20260616T100816,T44RMS,2026-06-16,0.11,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260616T050651_N0512_R019_T44RMS_20260616T100816.jpg,AVAILABLE
8077,29.10471,78.03194,8.59,8.72,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,84.04819277108435,19.61,LOW,S2B_MSIL2A_20260617T052649_N0512_R105_T44RKT_20260617T104156,T44RKT,2026-06-17,0.72,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260617T052649_N0512_R105_T44RKT_20260617T104156.jpg,AVAILABLE
8078,30.75871,78.2556,5.8133333333333335,7.23,3,2,1.11,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,69.6867469879518,17.45,LOW,S2B_MSIL2A_20260607T052639_N0512_R105_T44RKV_20260607T091704,T44RKV,2026-06-07,23.74,12.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260607T052639_N0512_R105_T44RKV_20260607T091704.jpg,AVAILABLE
8079,6.92876,81.49496,5.59,9.51,2,2,1.11,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,20,20,0,20,91.66265060240964,24.75,LOW,S2A_MSIL2A_20260722T050621_N0512_R076_T44NNN_20260722T091209,T44NNN,2026-07-22,24.46,1.0,True,GOOD,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260722T050621_N0512_R076_T44NNN_20260722T091209.jpg,AVAILABLE
8080,9.37616,77.69384,2.7,2.7,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,23,20,0,23,26.024096385542173,15.5,LOW,,,,,,,,,UNAVAILABLE
8081,9.82956,78.23379,3.44,3.44,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,23,20,0,23,33.1566265060241,16.57,LOW,,,,,,,,,UNAVAILABLE
8082,9.86773,77.84863,5.01,5.01,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,48.28915662650603,14.24,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T43PHL_20260606T100020,T43PHL,2026-06-06,15.5,11.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T43PHL_20260606T100020.jpg,AVAILABLE
8083,10.61281,78.5101,2.51,2.51,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,24.19277108433735,10.63,LOW,S2A_MSIL2A_20260625T050241_N0512_R119_T44PKS_20260625T100609,T44PKS,2026-06-25,0.57,8.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260625T050241_N0512_R119_T44PKS_20260625T100609.jpg,AVAILABLE
8084,10.91461,78.51732,2.4975,3.62,4,3,2.67,0.0,0.0434782608695652,-0.0434782608695652,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,34.89156626506024,12.23,LOW,S2B_MSIL2A_20260827T045659_N0512_R119_T44PKT_20260827T084453,T44PKT,2026-08-27,13.95,15.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260827T045659_N0512_R119_T44PKT_20260827T084453.jpg,AVAILABLE
8085,11.09607,77.42451,1.73,1.73,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,23,20,0,23,16.674698795180724,14.1,LOW,S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512,T43PGN,2026-06-28,23.94,11.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512.jpg,AVAILABLE
8086,11.74027,78.72802,4.06,4.06,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,39.13253012048192,12.87,LOW,S2C_MSIL2A_20260623T045701_N0512_R119_T44PKT_20260623T093859,T44PKT,2026-06-23,21.45,6.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260623T045701_N0512_R119_T44PKT_20260623T093859.jpg,AVAILABLE
8087,11.97507,78.91271,4.57,4.57,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,44.04819277108434,13.61,LOW,S2A_MSIL2A_20260628T051241_N0512_R019_T44PKU_20260628T101512,T44PKU,2026-06-28,5.53,11.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T44PKU_20260628T101512.jpg,AVAILABLE
8088,12.04899,77.23303,2.24,2.24,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,20,20,0,20,21.59036144578313,14.24,LOW,S2B_MSIL2A_20260601T050649_N0512_R019_T43PGP_20260601T085146,T43PGP,2026-06-01,23.69,16.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T43PGP_20260601T085146.jpg,AVAILABLE
8089,12.83495,76.94665,1.39,1.39,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,13.397590361445785,9.01,LOW,,,,,,,,,UNAVAILABLE
8090,13.87998,79.59024,5.26,5.26,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,50.69879518072289,17.6,LOW,S2A_MSIL2A_20260625T050241_N0512_R119_T44PLA_20260625T100609,T44PLA,2026-06-25,6.82,8.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260625T050241_N0512_R119_T44PLA_20260625T100609.jpg,AVAILABLE
8091,13.98187,77.44939,3.235,3.4,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,20,20,0,20,32.7710843373494,15.92,LOW,S2A_MSIL2A_20260628T051241_N0512_R019_T43PGR_20260628T101512,T43PGR,2026-06-28,23.92,11.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T43PGR_20260628T101512.jpg,AVAILABLE
8092,14.12764,77.2454,2.05,2.05,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,20,20,0,20,19.75903614457832,13.96,LOW,S2A_MSIL2A_20260628T051241_N0512_R019_T43PGR_20260628T101512,T43PGR,2026-06-28,23.92,11.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T43PGR_20260628T101512.jpg,AVAILABLE
8093,14.15256,79.55612,3.49,3.49,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,33.63855421686747,12.05,LOW,S2A_MSIL2A_20260625T050241_N0512_R119_T44PLA_20260625T100609,T44PLA,2026-06-25,6.82,8.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260625T050241_N0512_R119_T44PLA_20260625T100609.jpg,AVAILABLE
8094,14.43433,76.83853,1.2,1.2,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,11.566265060240962,8.73,LOW,S2B_MSIL2A_20260604T051649_N0512_R062_T43PFR_20260604T090429,T43PFR,2026-06-04,16.65,13.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260604T051649_N0512_R062_T43PFR_20260604T090429.jpg,AVAILABLE
8095,14.47947,75.52872,3.34,3.34,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,32.192771084337345,11.83,LOW,S2B_MSIL2A_20260714T051649_N0512_R062_T43PES_20260714T090403,T43PES,2026-07-14,28.75,27.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260714T051649_N0512_R062_T43PES_20260714T090403.jpg,AVAILABLE
8096,14.59633,77.95402,1.47,1.47,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,5,20,0,5,14.16867469879518,10.13,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T43PHS_20260606T100020,T43PHS,2026-06-06,4.91,11.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T43PHS_20260606T100020.jpg,AVAILABLE
8097,14.68395,77.15562,1.72,1.72,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,5,20,0,5,16.57831325301205,10.49,LOW,S2A_MSIL2A_20260628T051241_N0512_R019_T43PGS_20260628T101512,T43PGS,2026-06-28,10.26,11.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T43PGS_20260628T101512.jpg,AVAILABLE
8098,14.82615,76.54478,2.8200000000000003,3.35,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,32.28915662650603,14.84,LOW,S2B_MSIL2A_20260604T051649_N0512_R062_T43PFS_20260604T090429,T43PFS,2026-06-04,28.93,13.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260604T051649_N0512_R062_T43PFS_20260604T090429.jpg,AVAILABLE
8099,15.13172,78.2214,7.19,7.19,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,69.3012048192771,17.4,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44PKB_20260606T100020,T44PKB,2026-06-06,1.82,11.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44PKB_20260606T100020.jpg,AVAILABLE
8100,15.16839,78.81815,8.78,8.78,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,84.62650602409639,19.69,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44PKB_20260606T100020,T44PKB,2026-06-06,1.82,11.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44PKB_20260606T100020.jpg,AVAILABLE
8101,15.34156,77.9398,4.81,4.81,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,46.36144578313253,13.95,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T43PHS_20260606T100020,T43PHS,2026-06-06,4.91,11.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T43PHS_20260606T100020.jpg,AVAILABLE
8102,15.45353,76.52038,1.71,1.71,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,16.481927710843372,12.47,LOW,S2B_MSIL2A_20260714T051649_N0512_R062_T43PFT_20260714T090403,T43PFT,2026-07-14,13.63,27.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260714T051649_N0512_R062_T43PFT_20260714T090403.jpg,AVAILABLE
8103,15.62276,79.19981,1.26,1.26,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,8,20,0,8,12.144578313253012,10.42,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44PLC_20260606T100020,T44PLC,2026-06-06,3.55,11.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44PLC_20260606T100020.jpg,AVAILABLE
8104,15.67606,76.34326,2.19,2.19,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,21.10843373493976,10.17,LOW,S2B_MSIL2A_20260714T051649_N0512_R062_T43PFT_20260714T090403,T43PFT,2026-07-14,13.63,27.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260714T051649_N0512_R062_T43PFT_20260714T090403.jpg,AVAILABLE
8105,15.833,80.05489,1.78,1.78,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,17.156626506024097,12.57,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44PLC_20260606T100020,T44PLC,2026-06-06,3.55,11.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44PLC_20260606T100020.jpg,AVAILABLE
8106,15.88526,79.2353,5.87,5.87,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,56.57831325301205,15.49,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44PLC_20260606T100020,T44PLC,2026-06-06,3.55,11.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44PLC_20260606T100020.jpg,AVAILABLE
8107,15.98438,79.94478,3.27,3.27,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,31.518072289156628,14.73,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44PLC_20260606T100020,T44PLC,2026-06-06,3.55,11.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44PLC_20260606T100020.jpg,AVAILABLE
8108,16.10436,79.15434,6.87,6.87,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,66.21686746987952,16.93,LOW,,,,,,,,,UNAVAILABLE
8109,16.26556,76.48596,1.99,1.99,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,19.180722891566266,9.88,LOW,,,,,,,,,UNAVAILABLE
8110,16.4376,77.86833,4.44,4.44,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,20,20,0,20,42.795180722891565,17.42,LOW,S2B_MSIL2A_20260611T050649_N0512_R019_T43QHU_20260611T085745,T43QHU,2026-06-11,19.43,6.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260611T050649_N0512_R019_T43QHU_20260611T085745.jpg,AVAILABLE
